User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1009828,Sample,P00132868,F,51-55,53,0,Ogun,Western,Healthcare,Clothing & Apparel,3,7126,,
1009829,Howell,P00132869,F,26-35,32,1,Anambra ,Eastern,IT Sector,Clothing & Apparel,3,7125,,
1009830,Divyeshkumar,P00132870,F,51-55,54,1,Anambra ,Eastern,Banking,Clothing & Apparel,4,7125,,
1009831,Manish,P00132871,F,36-45,37,0,Imo,Eastern,Textile,Clothing & Apparel,3,7125,,
1009832,Carter,P00132872,F,46-50,50,1,Kaduna,Northern,Banking,Clothing & Apparel,4,7125,,
1009833,Bart,P00132873,F,36-45,45,1,Ogun,Western,Healthcare,Clothing & Apparel,2,7124,,
1009834,Turumella,P00132874,F,18-25,20,0,Zamfara,Northern,Retail,Clothing & Apparel,1,7124,,
1009835,Penelope,P00132875,M,36-45,40,0,Jos,Central,Hospitality,Clothing & Apparel,1,7123,,
1009836,Amol,P00132876,F,26-35,26,1,Imo,Eastern,Agriculture,Clothing & Apparel,4,7123,,
1009837,Lucas,P00132877,M,36-45,45,1,Imo,Eastern,Retail,Clothing & Apparel,3,7123,,
1009838,Childs,P00132878,F,18-25,18,0,Ibadan,Western,Construction,Clothing & Apparel,3,7122,,
1009839,Soumyabrata,P00132879,M,26-35,26,1,Enugu,Eastern,Banking,Clothing & Apparel,4,7122,,
1009840,Carol,P00132880,F,26-35,34,0,Kastina,Northern,Healthcare,Clothing & Apparel,2,7122,,
1009841,Sanjay,P00132881,F,36-45,40,0,Kastina,Northern,Chemical,Clothing & Apparel,4,7122,,
1009842,Pierre,P00132882,F,26-35,31,0,Kaduna,Northern,Banking,Clothing & Apparel,1,7122,,
1009843,Stefanie,P00132883,F,55+,90,0,Kaduna,Northern,Aviation,Clothing & Apparel,2,7122,,
1009844,Surabhi,P00132884,F,18-25,24,0,Anambra ,Eastern,Textile,Clothing & Apparel,4,7121,,
1009845,Cano,P00132885,M,46-50,46,0,Ibadan,Western,Healthcare,Clothing & Apparel,3,7121,,
1009846,Savi,P00132886,M,26-35,30,0,Jos,Central,Agriculture,Clothing & Apparel,1,7121,,
1009847,Arpita,P00132887,M,36-45,41,0,Kaduna,Northern,Retail,Clothing & Apparel,3,7121,,
1009848,Kirkland,P00132888,M,36-45,39,1,Zamfara,Northern,Aviation,Clothing & Apparel,1,7121,,
1009849,Harsh,P00132889,M,46-50,50,0,Kano,Northern,Healthcare,Clothing & Apparel,1,7120,,
1009850,Snel,P00132890,F,26-35,34,1,Ibadan,Western,Govt,Clothing & Apparel,4,7120,,
1009851,Speros,P00132891,F,18-25,18,0,Kaduna,Northern,Healthcare,Clothing & Apparel,3,7120,,
1009852,Sayre,P00132892,F,26-35,31,0,Lagos,Western,IT Sector,Clothing & Apparel,1,7119,,
1009853,Gibson,P00132893,F,36-45,38,1,Kano,Northern,Hospitality,Clothing & Apparel,3,7119,,
1009854,Patricia,P00132894,F,36-45,45,0,Enugu,Eastern,Aviation,Clothing & Apparel,3,7119,,
1009855,Brenda,P00132895,F,26-35,34,0,Kastina,Northern,Banking,Clothing & Apparel,3,7119,,
1009856,Matthias,P00132896,F,36-45,41,0,Abuja,Central,Lawyer,Clothing & Apparel,4,7118,,
1009857,Dona,P00132897,M,26-35,30,1,Imo,Eastern,Hospitality,Clothing & Apparel,2,7118,,
1009858,Galang,P00132898,F,26-35,26,0,Kastina,Northern,Healthcare,Clothing & Apparel,1,7118,,
1009859,Crebagga,P00132899,F,46-50,46,1,Kaduna,Northern,Banking,Clothing & Apparel,1,7118,,
1009860,Apoorv,P00132900,M,18-25,24,1,Enugu,Eastern,Aviation,Clothing & Apparel,1,7117,,
1009861,Melanie,P00132901,F,26-35,34,1,Abuja,Central,IT Sector,Clothing & Apparel,3,7116,,
1009862,Hunt,P00132902,F,26-35,32,0,Anambra ,Eastern,Lawyer,Clothing & Apparel,4,7115,,
1009863,Jordon,P00132903,F,46-50,49,1,Kaduna,Northern,Healthcare,Clothing & Apparel,2,7114,,
1009864,Gillingham,P00132904,M,36-45,40,0,Ibadan,Western,Banking,Clothing & Apparel,2,7113,,
1009865,Applegate,P00132905,F,55+,86,0,Kastina,Northern,Healthcare,Clothing & Apparel,1,7113,,
1009866,Roelle,P00132906,F,26-35,32,0,Ogun,Western,Banking,Clothing & Apparel,1,7112,,
1009867,Parhena,P00132907,F,36-45,42,1,Ogun,Western,Banking,Clothing & Apparel,1,7112,,
1009868,Olson,P00132908,M,51-55,54,0,Ogun,Western,IT Sector,Clothing & Apparel,2,7112,,
1009869,Donatelli,P00132909,M,26-35,27,1,Imo,Eastern,Govt,Clothing & Apparel,1,7112,,
1009870,Aniket,P00132910,F,36-45,45,0,Kastina,Northern,Hospitality,Clothing & Apparel,3,7112,,
1009871,LaWare,P00132911,F,46-50,47,0,Abuja,Central,Agriculture,Clothing & Apparel,3,7111,,
1009872,Jill,P00132912,M,55+,75,0,Lagos,Western,Hospitality,Clothing & Apparel,3,7111,,
1009873,Dickinson,P00132913,F,26-35,29,1,Enugu,Eastern,Media,Clothing & Apparel,2,7111,,
1009874,Chong,P00132914,F,18-25,23,0,Kaduna,Northern,Aviation,Clothing & Apparel,1,7111,,
1009875,Tamara,P00132915,F,18-25,20,1,Enugu,Eastern,Banking,Clothing & Apparel,2,7109,,
1009876,Bzostek,P00132916,F,26-35,29,0,Zamfara,Northern,Chemical,Clothing & Apparel,2,7109,,
1009877,Fjeld,P00132917,F,18-25,24,0,Lagos,Western,Textile,Clothing & Apparel,1,7108,,
1009878,Clay,P00132918,F,36-45,38,1,Kastina,Northern,IT Sector,Clothing & Apparel,4,7108,,
1009879,Kalyca,P00132919,F,26-35,27,1,Kaduna,Northern,Construction,Clothing & Apparel,4,7108,,
1009880,Melanie,P00132920,M,18-25,24,0,Anambra ,Eastern,IT Sector,Clothing & Apparel,4,7107,,
1009881,Arntzen,P00132921,F,26-35,29,0,Kaduna,Northern,Automobile,Clothing & Apparel,1,7107,,
1009882,Trupti,P00132922,F,18-25,24,0,Zamfara,Northern,Hospitality,Clothing & Apparel,2,7107,,
1009883,Uudhav,P00132923,M,18-25,21,1,Kogi,Central,Banking,Clothing & Apparel,1,7106,,
1009884,Phonely,P00132924,F,26-35,29,0,Ogun,Western,Media,Clothing & Apparel,2,7105,,
1009885,Ivan,P00132925,F,26-35,31,1,Kogi,Central,Govt,Clothing & Apparel,2,7105,,
1009886,Sanjit,P00132926,F,36-45,36,0,Ibadan,Western,Automobile,Clothing & Apparel,1,7104,,
1009887,Takahito,P00132927,F,26-35,30,0,Jos,Central,Healthcare,Clothing & Apparel,4,7104,,
1009888,Schwarz,P00132928,F,18-25,22,0,Kaduna,Northern,Govt,Clothing & Apparel,1,7104,,
1009889,Joel,P00132929,F,26-35,32,1,Kaduna,Northern,IT Sector,Clothing & Apparel,4,7104,,
1009890,Swati,P00132930,F,26-35,34,0,Anambra ,Eastern,Aviation,Clothing & Apparel,1,7103,,
1009891,Roger,P00132931,F,46-50,46,0,Ogun,Western,Food Processing,Clothing & Apparel,3,7103,,
1009892,Eaton,P00132932,F,26-35,26,0,Kastina,Northern,Aviation,Clothing & Apparel,4,7103,,
1009893,Patel,P00132933,M,26-35,35,1,Kaduna,Northern,Agriculture,Clothing & Apparel,1,7103,,
1009894,Coakley,P00132934,M,55+,58,0,Kastina,Northern,Aviation,Clothing & Apparel,1,7102,,
1009895,Sanjit,P00132935,F,36-45,44,0,Ogun,Western,Healthcare,Clothing & Apparel,1,7100,,
1009896,Meg,P00132936,F,26-35,30,0,Jos,Central,Healthcare,Clothing & Apparel,1,7100,,
1009897,Arindam,P00132937,M,26-35,33,1,Lagos,Western,Banking,Clothing & Apparel,3,7099,,
1009898,Pond,P00132938,F,36-45,39,0,Ogun,Western,Aviation,Clothing & Apparel,3,7099,,
1009899,Epp,P00132939,F,36-45,38,0,Ibadan,Western,Textile,Clothing & Apparel,3,7099,,
1009900,Tracy,P00132940,M,18-25,20,0,Jos,Central,IT Sector,Clothing & Apparel,3,7099,,
1009901,Aastha,P00132941,M,26-35,32,1,Lagos,Western,Hospitality,Clothing & Apparel,1,7098,,
1009902,Latchford,P00132942,F,55+,56,0,P/H,Southern,Agriculture,Clothing & Apparel,3,7098,,
1009903,Savely,P00132943,M,46-50,49,1,Ogun,Western,Hospitality,Clothing & Apparel,1,7098,,
1009904,DeVincentis,P00132944,M,0-17,13,1,Enugu,Eastern,Retail,Clothing & Apparel,2,7098,,
1009905,Phonely,P00132945,F,26-35,34,0,Ogun,Western,Retail,Clothing & Apparel,3,7097,,
1009906,Sylvia,P00132946,F,26-35,28,1,Kaduna,Northern,Hospitality,Clothing & Apparel,1,7097,,
1009907,Bavinger,P00132947,F,36-45,37,1,Zamfara,Northern,Govt,Clothing & Apparel,2,7097,,
1009908,Todd,P00132948,F,46-50,48,0,Enugu,Eastern,Govt,Clothing & Apparel,3,7096,,
1009909,Fred,P00132949,F,26-35,29,0,Kastina,Northern,Govt,Clothing & Apparel,1,7096,,
1009910,Akshat,P00132950,F,26-35,32,0,P/H,Southern,IT Sector,Clothing & Apparel,3,7095,,
1009911,Lichtenstein,P00132951,F,18-25,20,0,Zamfara,Northern,Hospitality,Clothing & Apparel,3,7095,,
1009912,Shubham,P00132952,F,18-25,22,0,P/H,Southern,Food Processing,Clothing & Apparel,3,7094,,
1009913,Pearl,P00132953,F,26-35,29,0,Ibadan,Western,Textile,Clothing & Apparel,3,7094,,
1009914,Raglin,P00132954,F,46-50,50,0,Ibadan,Western,Govt,Clothing & Apparel,1,7094,,
1009915,Aparajita,P00132955,F,26-35,28,1,Enugu,Eastern,Healthcare,Clothing & Apparel,4,7094,,
1009916,Rohit,P00132956,F,26-35,26,1,Imo,Eastern,Chemical,Clothing & Apparel,3,7094,,
1009917,Jones,P00132957,F,18-25,21,1,Abuja,Central,Lawyer,Clothing & Apparel,1,7093,,
1009918,Galang,P00132958,M,26-35,30,1,Abuja,Central,Banking,Clothing & Apparel,4,7093,,
1009919,Krutika,P00132959,F,26-35,35,0,Jos,Central,Banking,Clothing & Apparel,3,7093,,
1009920,Jessica,P00132960,F,36-45,36,1,Kaduna,Northern,IT Sector,Clothing & Apparel,3,7093,,
1009921,Lynn,P00132961,M,0-17,12,1,Enugu,Eastern,Media,Clothing & Apparel,2,7092,,
1009922,Shami,P00132962,M,18-25,24,0,Enugu,Eastern,Chemical,Clothing & Apparel,2,7092,,
1009923,Cyma,P00132963,M,18-25,25,0,Imo,Eastern,Healthcare,Clothing & Apparel,1,7092,,
1009924,Mathew,P00132964,F,18-25,25,0,Abuja,Central,Media,Clothing & Apparel,3,7091,,
1009925,Kennedy,P00132965,F,36-45,38,1,Kano,Northern,Aviation,Clothing & Apparel,2,7090,,
1009926,Chloris,P00132966,F,36-45,36,0,Kastina,Northern,IT Sector,Clothing & Apparel,4,7089,,
1009927,Annie,P00132967,M,46-50,46,1,Kastina,Northern,Automobile,Clothing & Apparel,2,7089,,
1009928,Shillingsburg,P00132968,F,0-17,16,1,Kaduna,Northern,Hospitality,Clothing & Apparel,3,7089,,
1009929,Mark,P00132969,M,26-35,29,0,Kaduna,Northern,Construction,Clothing & Apparel,4,7089,,
1009930,Ekta,P00132970,M,26-35,35,0,Kaduna,Northern,Automobile,Clothing & Apparel,1,7089,,
1009931,Ritter,P00132971,F,36-45,41,0,Kaduna,Northern,Healthcare,Clothing & Apparel,4,7089,,
1009932,Crebagga,P00132972,F,46-50,46,0,Kaduna,Northern,Aviation,Clothing & Apparel,2,7089,,
1009933,McVee,P00132973,F,55+,63,1,P/H,Southern,Textile,Clothing & Apparel,4,7088,,
1009934,Boeckenhauer,P00132974,M,26-35,29,1,Imo,Eastern,Chemical,Clothing & Apparel,1,7088,,
1009935,Grayson,P00132975,F,26-35,31,0,Anambra ,Eastern,Automobile,Clothing & Apparel,4,7087,,
1009936,Knutson,P00132976,F,46-50,46,0,Anambra ,Eastern,Chemical,Clothing & Apparel,3,7087,,
1009937,Tejeswini,P00132977,M,36-45,44,1,Lagos,Western,Healthcare,Clothing & Apparel,4,7087,,
1009938,Gunjal,P00132978,F,26-35,29,0,P/H,Southern,Chemical,Clothing & Apparel,3,7087,,
1009939,Syed,P00132979,F,26-35,34,0,Ogun,Western,Healthcare,Clothing & Apparel,3,7087,,
1009940,Duane,P00132980,M,51-55,51,1,Imo,Eastern,Food Processing,Clothing & Apparel,4,7087,,
1009941,Ramesh,P00132981,F,36-45,45,0,Anambra ,Eastern,Banking,Clothing & Apparel,3,7086,,
1009942,Stuart,P00132982,F,18-25,25,1,Kano,Northern,IT Sector,Clothing & Apparel,1,7086,,
1009943,Skach,P00132983,F,46-50,48,0,Kano,Northern,Healthcare,Clothing & Apparel,4,7086,,
1009944,Chirag,P00132984,F,26-35,35,0,Ibadan,Western,Automobile,Clothing & Apparel,3,7086,,
1009945,Atul,P00132985,F,26-35,35,1,Imo,Eastern,Food Processing,Clothing & Apparel,4,7086,,
1009946,Grant,P00132986,F,36-45,42,1,Kastina,Northern,Banking,Clothing & Apparel,2,7086,,
1009947,Amy,P00132987,F,18-25,23,0,Kaduna,Northern,Healthcare,Clothing & Apparel,3,7086,,
1009948,Reese,P00132988,F,36-45,45,1,Kaduna,Northern,IT Sector,Clothing & Apparel,4,7086,,
1009949,Foulston,P00132989,F,46-50,46,0,Zamfara,Northern,Govt,Clothing & Apparel,1,7086,,
1009950,O'Connel,P00132990,F,26-35,35,0,Ibadan,Western,Healthcare,Clothing & Apparel,4,7085,,
1009951,Catlett,P00132991,M,26-35,29,1,Kaduna,Northern,Aviation,Clothing & Apparel,4,7085,,
1009952,Zuschuss,P00132992,F,55+,58,1,Zamfara,Northern,Hospitality,Clothing & Apparel,1,7084,,
1009953,Sibella,P00132993,F,46-50,49,0,Ogun,Western,Automobile,Clothing & Apparel,4,7083,,
1009954,Brown,P00132994,F,18-25,19,1,Jos,Central,IT Sector,Clothing & Apparel,4,7083,,
1009955,Cyra,P00132995,M,18-25,19,0,Jos,Central,Aviation,Clothing & Apparel,2,7083,,
1009956,Grinstein,P00132996,F,36-45,39,1,Kastina,Northern,Govt,Clothing & Apparel,4,7083,,
1009957,Barreto,P00132997,M,26-35,31,0,Kaduna,Northern,Healthcare,Clothing & Apparel,4,7082,,
1009958,Harold,P00132998,F,0-17,16,1,Anambra ,Eastern,Healthcare,Clothing & Apparel,1,7080,,
1009959,Hildebrand,P00132999,F,26-35,32,0,Anambra ,Eastern,Healthcare,Clothing & Apparel,4,7080,,
1009960,Steele,P00133000,F,18-25,22,1,Lagos,Western,Chemical,Clothing & Apparel,3,7080,,
1009961,Carl,P00133001,F,18-25,25,0,Kaduna,Northern,Construction,Clothing & Apparel,4,7080,,
1009962,Rahul,P00133002,F,36-45,38,1,Lagos,Western,Agriculture,Clothing & Apparel,3,7078,,
1009963,Gopal,P00133003,M,36-45,26,1,Ogun,Western,Automobile,Clothing & Apparel,2,7078,,
1009964,Roper,P00133004,F,26-35,29,0,Ogun,Western,Agriculture,Clothing & Apparel,1,7078,,
1009965,Brown,P00133005,F,26-35,34,0,Jos,Central,IT Sector,Clothing & Apparel,4,7078,,
1009966,Fisher,P00133006,F,26-35,29,1,P/H,Southern,Banking,Clothing & Apparel,4,7077,,
1009967,Haushalter,P00133007,F,26-35,31,1,Jos,Central,Retail,Clothing & Apparel,2,7077,,
1009968,Voltz,P00133008,F,55+,85,0,Jos,Central,Healthcare,Clothing & Apparel,4,7077,,
1009969,Stuart,P00133009,F,36-45,43,1,Imo,Eastern,Healthcare,Clothing & Apparel,2,7077,,
1009970,Mitchum,P00133010,F,26-35,26,0,Zamfara,Northern,Hospitality,Clothing & Apparel,1,7077,,
1009971,Frazer,P00133011,F,26-35,31,0,Kastina,Northern,Banking,Clothing & Apparel,3,7076,,
1009972,Grove,P00133012,F,46-50,50,0,Kastina,Northern,Media,Clothing & Apparel,2,7076,,
1009973,Sachs,P00133013,F,18-25,23,0,Abuja,Central,Food Processing,Clothing & Apparel,4,7075,,
1009974,Sanjova,P00133014,F,26-35,30,0,Kano,Northern,Aviation,Clothing & Apparel,1,7075,,
1009975,Rane,P00133015,F,26-35,34,1,Ibadan,Western,Healthcare,Clothing & Apparel,4,7075,,
1009976,Hitesh,P00133016,F,36-45,43,0,Jos,Central,Chemical,Clothing & Apparel,4,7075,,
1009977,Gibson,P00133017,F,36-45,37,1,Anambra ,Eastern,IT Sector,Clothing & Apparel,3,7074,,
1009978,Liz,P00133018,F,18-25,23,0,Jos,Central,Healthcare,Clothing & Apparel,3,7074,,
1009979,Zandusky,P00133019,F,26-35,29,0,Ibadan,Western,Banking,Clothing & Apparel,4,7073,,
1009980,Ekta,P00133020,M,26-35,32,1,Kastina,Northern,Construction,Clothing & Apparel,1,7073,,
1009981,Stuti,P00133021,F,26-35,27,0,Kastina,Northern,Govt,Clothing & Apparel,2,7072,,
1009982,Hrisheekesh,P00133022,F,26-35,28,1,Lagos,Western,Food Processing,Clothing & Apparel,4,7071,,
1009983,Grace,P00133023,F,26-35,34,0,P/H,Southern,Healthcare,Clothing & Apparel,1,7070,,
1009984,Sorensen,P00133024,F,26-35,27,0,Imo,Eastern,IT Sector,Clothing & Apparel,1,7070,,
1009985,Keshav,P00133025,M,18-25,19,0,Ibadan,Western,Aviation,Clothing & Apparel,2,7069,,
1009986,Yedwab,P00133026,M,36-45,43,1,Kaduna,Northern,IT Sector,Clothing & Apparel,4,7069,,
1009987,Teena,P00133027,F,26-35,32,0,Zamfara,Northern,Media,Clothing & Apparel,4,7069,,
1009988,Oshin,P00133028,F,46-50,46,0,Imo,Eastern,IT Sector,Clothing & Apparel,1,7068,,
1009989,Surabhi,P00133029,F,26-35,32,1,Kastina,Northern,Hospitality,Clothing & Apparel,3,7068,,
1009990,Swint,P00133030,F,26-35,27,0,Lagos,Western,Banking,Clothing & Apparel,2,7067,,
1009991,Ramesh,P00133031,F,36-45,39,0,Kaduna,Northern,Banking,Clothing & Apparel,2,7067,,
1009992,Schmidt,P00133032,F,26-35,31,0,Kaduna,Northern,Aviation,Clothing & Apparel,4,7066,,
1009993,Aparajita,P00133033,M,26-35,31,1,Zamfara,Northern,Aviation,Clothing & Apparel,2,7066,,
1009994,Frazer,P00133034,F,26-35,26,1,P/H,Southern,Banking,Clothing & Apparel,3,7065,,
1009995,Fisher,P00133035,F,36-45,39,1,Kastina,Northern,Healthcare,Clothing & Apparel,2,7065,,
1009996,Sathya,P00133036,F,36-45,43,1,Kaduna,Northern,Aviation,Clothing & Apparel,2,7065,,
1009997,Klamczynski,P00133037,M,26-35,26,0,Kastina,Northern,Chemical,Clothing & Apparel,4,7064,,
1009998,Akshat,P00133038,F,26-35,34,0,Kastina,Northern,Aviation,Clothing & Apparel,3,7064,,
1009999,Debra,P00133039,F,26-35,27,0,Kaduna,Northern,Healthcare,Clothing & Apparel,1,7064,,
1010000,Bergmann,P00133040,M,26-35,27,0,Anambra ,Eastern,Construction,Clothing & Apparel,2,7063,,
1010001,McCarthy,P00133041,F,36-45,44,1,Enugu,Eastern,Hospitality,Clothing & Apparel,4,7063,,
1010002,Joel,P00133042,F,18-25,23,0,P/H,Southern,Govt,Clothing & Apparel,2,7062,,
1010003,MaryBeth,P00133043,M,26-35,30,0,Kogi,Central,Automobile,Clothing & Apparel,2,7062,,
1010004,Sean,P00133044,F,26-35,29,1,Zamfara,Northern,Healthcare,Clothing & Apparel,2,7062,,
1010005,Sibella,P00133045,M,51-55,55,0,Anambra ,Eastern,Aviation,Clothing & Apparel,4,7061,,
1010006,Christopher,P00133046,F,26-35,34,1,P/H,Southern,Retail,Clothing & Apparel,3,7061,,
1010007,Braden,P00133047,M,36-45,44,0,Kastina,Northern,Healthcare,Clothing & Apparel,3,7061,,
1010008,Jaideep,P00133048,M,51-55,55,1,Lagos,Western,Banking,Clothing & Apparel,4,7060,,
1010009,Dipali,P00133049,F,26-35,33,0,Kastina,Northern,Banking,Clothing & Apparel,3,7060,,
1010010,Chloris,P00133050,F,46-50,48,1,Kaduna,Northern,Aviation,Clothing & Apparel,2,7060,,
1010011,Jane,P00133051,M,46-50,49,1,Enugu,Eastern,Banking,Clothing & Apparel,3,7059,,
1010012,Larry,P00133052,M,36-45,45,1,Kastina,Northern,IT Sector,Clothing & Apparel,3,7058,,
1010013,Rohit,P00133053,M,51-55,51,0,cross river,Southern,Govt,Clothing & Apparel,4,7058,,
1010014,Joy,P00133054,F,26-35,33,1,Abuja,Central,Healthcare,Clothing & Apparel,4,7057,,
1010015,Raksha,P00133055,M,36-45,39,0,Kastina,Northern,Lawyer,Clothing & Apparel,2,7057,,
1010016,Ausman,P00133056,F,26-35,35,0,Zamfara,Northern,IT Sector,Clothing & Apparel,2,7057,,
1010017,Morse,P00133057,M,18-25,18,1,Abuja,Central,Aviation,Clothing & Apparel,2,7056,,
1010018,Lebron,P00133058,F,55+,67,0,Ogun,Western,Banking,Clothing & Apparel,2,7055,,
1010019,Debra,P00133059,F,26-35,34,0,Kastina,Northern,Healthcare,Clothing & Apparel,4,7055,,
1010020,Apsingekar,P00133060,F,55+,59,0,Kastina,Northern,Banking,Clothing & Apparel,2,7055,,
1010021,Anand,P00133061,F,46-50,50,0,Abuja,Central,Banking,Clothing & Apparel,3,7054,,
1010022,Kelly,P00133062,F,36-45,44,0,P/H,Southern,Govt,Clothing & Apparel,2,7054,,
1010023,Aastha,P00133063,M,26-35,26,0,Anambra ,Eastern,Chemical,Clothing & Apparel,1,7053,,
1010024,Akshat,P00133064,F,26-35,30,1,Abuja,Central,Automobile,Clothing & Apparel,3,7053,,
1010025,Sukant,P00133065,F,26-35,33,1,Lagos,Western,Agriculture,Clothing & Apparel,1,7053,,
1010026,Barton,P00133066,M,0-17,16,1,Enugu,Eastern,Media,Clothing & Apparel,1,7053,,
1010027,Sundaresam,P00133067,F,18-25,24,1,Kaduna,Northern,Hospitality,Clothing & Apparel,1,7053,,
1010028,Cacioppo,P00133068,F,55+,65,0,Zamfara,Northern,Textile,Clothing & Apparel,4,7053,,
1010029,Nathan,P00133069,M,18-25,24,1,Lagos,Western,Media,Clothing & Apparel,3,7052,,
1010030,Susan,P00133070,F,26-35,32,1,Ibadan,Western,Construction,Clothing & Apparel,4,7052,,
1010031,Staebel,P00133071,F,36-45,45,1,Enugu,Eastern,Aviation,Clothing & Apparel,1,7052,,
1010032,Moore,P00133072,M,26-35,27,0,Jos,Central,Healthcare,Clothing & Apparel,1,7052,,
1010033,Darrin,P00133073,F,26-35,32,0,Zamfara,Northern,Chemical,Clothing & Apparel,2,7052,,
1010034,Phan,P00133074,M,0-17,12,0,Kano,Northern,Agriculture,Clothing & Apparel,4,7051,,
1010035,Barnes,P00133075,F,26-35,29,1,Enugu,Eastern,Lawyer,Clothing & Apparel,1,7051,,
1010036,Hane,P00133076,F,26-35,33,1,Kastina,Northern,Media,Clothing & Apparel,1,7051,,
1010037,Taslimi,P00133077,F,26-35,30,1,Enugu,Eastern,Hospitality,Clothing & Apparel,4,7050,,
1010038,Stuti,P00133078,F,18-25,20,1,Lagos,Western,Healthcare,Clothing & Apparel,1,7049,,
1010039,Patterson,P00133079,F,26-35,27,0,Jos,Central,Govt,Clothing & Apparel,2,7049,,
1010040,Wooten,P00133080,F,36-45,42,0,Zamfara,Northern,Banking,Clothing & Apparel,3,7049,,
1010041,Vivek,P00133081,M,0-17,13,1,Lagos,Western,Aviation,Clothing & Apparel,3,7048,,
1010042,Juliana,P00133082,F,18-25,23,0,Abuja,Central,IT Sector,Clothing & Apparel,1,7047,,
1010043,Foster,P00133083,F,26-35,29,1,Abuja,Central,Aviation,Clothing & Apparel,3,7047,,
1010044,Jesal,P00133084,M,26-35,32,1,Imo,Eastern,Media,Clothing & Apparel,1,7047,,
1010045,Pistek,P00133085,F,46-50,46,0,Kaduna,Northern,Retail,Clothing & Apparel,1,7047,,
1010046,Pelletier,P00133086,F,36-45,41,0,Abuja,Central,Construction,Clothing & Apparel,2,7046,,
1010047,Guthrie,P00133087,F,26-35,31,0,Kano,Northern,Banking,Clothing & Apparel,3,7046,,
1010048,Sudevi,P00133088,F,26-35,26,0,Kaduna,Northern,Construction,Clothing & Apparel,1,7046,,
1010049,Charles,P00133089,M,26-35,28,0,Anambra ,Eastern,Retail,Clothing & Apparel,4,7045,,
1010050,Nazzal,P00133090,F,46-50,48,0,Abuja,Central,Healthcare,Clothing & Apparel,3,7045,,
1010051,Krishna,P00133091,M,36-45,43,0,Ogun,Western,IT Sector,Clothing & Apparel,2,7045,,
1010052,Brown,P00133092,F,26-35,30,0,Enugu,Eastern,IT Sector,Clothing & Apparel,3,7045,,
1010053,Ulpright,P00133093,F,46-50,48,0,Jos,Central,Automobile,Clothing & Apparel,4,7045,,
1010054,Tanvi,P00133094,M,36-45,41,0,Kogi,Central,Lawyer,Clothing & Apparel,1,7045,,
1010055,Krishna,P00133095,M,36-45,43,0,Kaduna,Northern,IT Sector,Clothing & Apparel,1,7045,,
1010056,Bixby,P00133096,F,26-35,27,0,Abuja,Central,Healthcare,Clothing & Apparel,2,7044,,
1010057,Steve,P00133097,F,26-35,27,0,Ogun,Western,Agriculture,Clothing & Apparel,2,7044,,
1010058,Ross,P00133098,F,36-45,44,1,Ogun,Western,Aviation,Clothing & Apparel,3,7044,,
1010059,Paromita,P00133099,F,55+,90,0,Abuja,Central,Hospitality,Clothing & Apparel,4,7043,,
1010060,Shonely,P00133100,F,26-35,33,0,Kaduna,Northern,Healthcare,Clothing & Apparel,1,7043,,
1010061,Damala,P00133101,F,51-55,54,1,Imo,Eastern,Hospitality,Clothing & Apparel,1,7042,,
1010062,Saptadeep,P00133102,F,26-35,33,1,Kastina,Northern,Lawyer,Clothing & Apparel,2,7041,,
1010063,Sheetal,P00133103,F,26-35,30,0,Kaduna,Northern,Textile,Clothing & Apparel,1,7041,,
1010064,Shaily,P00133104,F,18-25,21,1,Anambra ,Eastern,IT Sector,Clothing & Apparel,2,7040,,
1010065,Shreyshi,P00133105,M,36-45,40,0,Ogun,Western,Hospitality,Clothing & Apparel,4,7040,,
1010066,Mautz,P00133106,M,36-45,40,1,Kaduna,Northern,Healthcare,Clothing & Apparel,3,7040,,
1010067,Cindy,P00133107,F,36-45,41,1,Anambra ,Eastern,Govt,Clothing & Apparel,4,7039,,
1010068,Amisha,P00133108,F,36-45,38,1,Ibadan,Western,Food Processing,Clothing & Apparel,1,7039,,
1010069,Tonja,P00133109,F,55+,74,1,Enugu,Eastern,Lawyer,Clothing & Apparel,3,7039,,
1010070,Inderpreet,P00133110,F,26-35,35,0,Kastina,Northern,Food Processing,Clothing & Apparel,1,7039,,
1010071,Nida,P00133111,F,51-55,52,1,Kaduna,Northern,Aviation,Clothing & Apparel,2,7039,,
1010072,Martinez,P00133112,F,51-55,54,0,Anambra ,Eastern,Food Processing,Clothing & Apparel,3,7038,,
1010073,Harsh,P00133113,M,46-50,46,1,Lagos,Western,Aviation,Clothing & Apparel,2,7038,,
1010074,Webber,P00133114,F,46-50,50,1,Kano,Northern,IT Sector,Clothing & Apparel,1,7038,,
1010075,Norvell,P00133115,M,18-25,19,0,Ogun,Western,Healthcare,Clothing & Apparel,4,7038,,
1010076,Kelly,P00133116,F,18-25,25,0,Kastina,Northern,Banking,Clothing & Apparel,4,7038,,
1010077,Hendricks,P00133117,M,26-35,27,1,Anambra ,Eastern,Aviation,Clothing & Apparel,4,7037,,
1010078,Sink,P00133118,M,46-50,47,0,Ogun,Western,Retail,Clothing & Apparel,1,7037,,
1010079,Ananya,P00133119,F,26-35,32,1,Kastina,Northern,Automobile,Clothing & Apparel,1,7037,,
